s_no,word,lemma,morph,true_node,dep_tag,to_node
0,vatsa,vatsa,voc. sg. m.,0,samboxyah,12
1,aham,asmad,nom. sg. *,1,karwa,12
2,api,api,conj.,2,sambanxah,1
3,tvam,yuzmad,nom. sg. *,4,prawiyogi,4
4,iva,iva,part.,5,anuyogi,1
5,atra,atra,loc. sg. n.,7,axikaranam,11
6,eva,eva,prep.,6,sambanxah,5
7,svIyam,svIya,acc. sg. m.,8,viseranam,10
8,vfdDam,vfdDa,acc. sg. n.,11,viseranam,10
9,rugRam,tad,acc. sg. m.,16,viseranam,10
10,pitaram,pitf,acc. sg. m.,17,karma,11
11,tyaktavAn,tyaj,nom. sg. m.,18,karwqsamanaxikaranam,12
12,Asam,as,impft. [2] ac. sg. 1,21,,
