s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,paritaH,paritaH,ind.,NA,sambanxah,7
1,turagaSataAkulasya,turaga-Sata-Akula,g. sg. n.,NA,rartisambanxah,2
2,pratipaTaM,pratipaTa,ind.,NA,axikaranam,7
3,pramaTitaBUBftaH,pramaTita-BUBft,g. sg. m.,NA,rartisambanxah,4
4,satataM,satata,ind.,NA,kriyaviseranam,7
5,DftaSriyaH,Dfta-SrI,g. sg. m.,NA,upapaxasambanxah,6
6,puraH,puraH,ind.,NA,axikaranam,13
7,paricalataH,pari_cal,ppr. ac,NA,viseranam,8
8,balAnujabalasya,balAnuja-bala,g. sg. n.,NA,upapaxasambanxah,9
9,param,param,ind.,NA,sambanxah,7
10,ekaturaNgajanmanaH,eka-turaNga-janman,g. sg. n.,NA,rartisambanxah,11
11,mahIBftA,mahIBft,i. sg. m.,NA,karanam,13
12,BfSaM,BfSam,ind.,NA,kriyaviseranam,13
13,maTitasya,maT1,pp.,NA,viseranam,15
14,ciravigataSriyaH,cira-vigata-SrI,g. sg. m.,NA,viseranam,15
15,jalaniDeH,jala-niDi,g. sg. m.,NA,rartisambanxah,18
16,ca,ca,ind.,NA,sambanxah,20
17,tadA,tadA,ind.,NA,axikaranam,20
18,mahat,mahat,nom. sg. n.,NA,viseranam,19
19,antaram,antara,nom. sg. n.,NA,karwa,20
20,aBavat,BU1,impft. ac. sg. 3,NA,,
