s_no,word,lemma,morph,true_node,dep_tag,to_node
0,ekaH,eka,nom. sg. m.,0,viseranam,1
1,mftaH,mfta,nom. sg. m.,1,viseranam,2
2,gardaBaH,gardaBa,nom. sg. m.,2,karwa,8
3,viBAjanapawwikAyAH,pawwikA,g. sg. f.,6,rartisambanxah,4
4,nirmARam,nirmARa,acc. sg. n.,8,karma,5
5,kftvA,kf,abs.,10,purvakalah,8
6,yat,yad,acc. sg. n.,53,viseranam,7
7,kAryam,kArya,acc. sg. n.,18,karma,8
8,kftavAn,kfta,pp.,21,samucciwam,18
9,tat,tad,acc. sg. n.,22,viseranam,10
10,kAryam,kArya,acc. sg. n.,30,karma,17
11,aDunAvaDi,avaDi,loc. sg. n.,33,axikaranam,17
12,aneke,aneka,nom. sg. m.,38,viseranam,13
13,jIvantaH,jIv,nom. pl. m.,39,viseranam,15
14,api,api,conj.,40,sambanxah,13
15,gardaBAH,gardaBa,nom. pl. m.,42,karwa,17
16,nEva,eva,prep.,88,sambanxah,17
17,kftavantaH,kf,ppa.,44,samucciwam,18
18,ca,ca,conj.,45,,
