s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,DftatuzArakaRasya,DftatuzAra-kaRa,g. sg. m.,NA,rartisambanxah,1
1,naBasvataH,naBasvat,g. sg. m.,NA,rartisambanxah,2
2,tarulatANgulitarjanaviBramAH,tarulatANgulitarjana-viBrama,nom. pl. m.,NA,karma,9
3,pfTu,pfTu,acc. sg. n.,NA,viseranam,4
4,izwaBujaantaraM,izwaBuja-antara,acc. sg. n.,NA,karma,6
5,nirantaram,nirantara,ind.,NA,kriyaviseranam,6
6,anitayA,i1,pp.,NA,viseranam,7
7,vanitayA,vanitA,i. sg. f.,NA,karwa,9
8,na,na,ind.,NA,sambanxah,9
9,vizehire,vi_sah1,pft. pl. 3,NA,,
