s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,kvacit,kvacit,ind.,NA,sambanxah,11
1,jalApAyavipARqurARi,jalA-pAya-vipARqura,acc. pl. n.,NA,viseranam,3
2,DOtauttarIyapratimacCavIni,DOta-uttarIya-pratima-cCavIni,acc. pl. n.,NA,viseranam,3
3,aBrARi,aBra,acc. pl. n.,NA,karma,4
4,biBrARam,Bf2,ppr. md.,NA,bavalakranasapwami_samanakalah,11
5,umAaNgasaNgaviBaktaBasmAnaM,umA-aNga-saNga-viBakta-Basman,acc. sg. m.,NA,viseranam,6
6,smarArim,smarAri,acc. sg. m.,NA,prawiyogi,7
7,iva,iva,ind.,NA,anuyogi,10
8,asO,adas,nom. sg. m.,NA,karwa,11
9,giriM,giri,acc. sg. m.,NA,viseranam,10
10,rEvatakaM,rEvataka,acc. sg. m.,NA,karma,11
11,dadarSa,dfS1,pft. ac. sg. 3,NA,,
