s_no,word,lemma,morph,true_node,dep_tag,to_node
0,taTA,taTA,conj.,2,sambanxah,9
1,api,api,conj.,11,sambanxah,0
2,te,yuzmad,g. sg. n.,9,rartisambanxah,3
3,mayi,asmad,loc. sg. n.,10,axikaranam,9
4,api,api,conj.,0,sambanxah,3
5,guruH,guru,nom. sg. m.,13,prawiyogi,6
6,iti,iti,conj.,14,anuyogi,7
7,yat,yad,nom. sg. n.,29,sambanxah,10
8,gOravam,gOrava,nom. sg. n.,18,karwa,9
9,asti,as,pr. ac. sg. 3,19,samucciwam,15
10,tat,tad,nom. sg. n.,21,sambanxah,14
11,jalpataH,jalp,g. sg. m.,22,viseranam,12
12,mama,asmad,g. sg. n.,23,rartisambanxah,13
13,prayojakakartftvam,kartf,nom. sg. n.,34,karwa,14
14,upEti,i,pr. ac. sg. 3,26,samucciwam,15
15,ca,ca,conj.,27,,
