s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,dAnaM,dAna,acc. sg. n.,NA,karma,1
1,dadati,dA3,ppr. ac,NA,bavalakranasapwami_samanakalah,19
2,api,api,ind.,NA,sambanxah,1
3,sahasA,sahasA,ind.,NA,kriyaviseranam,5
4,jalEH,jala,i. pl. n.,NA,karanam,5
5,aDirUQe,aDi-ruh1,pp.,NA,bavalakranasapwami_samanakalah,19
6,sati,as2,ppr. ac,NA,sambanxah,5
7,vidyamAnagatiH,vidyamAna-gati,nom. sg. m.,NA,karwa,10
8,kaH,kim,nom. sg. m.,NA,viseranam,7
9,Asitum,As1,inf.,NA,purvakalah,10
10,utsaaheta,ut_saha1,ben. pl. 3,NA,,
11,yad,yad,ind.,NA,sambanxah,19
12,mimaNkzoH,mimaNkzu,g. sg. m.,NA,viseranam,13
13,dantinaH,dantin,g. sg. m.,NA,rartisambanxah,14
14,kawakawAhatawAt,kawa-kawAha-tawa,abl. sg. m.,NA,apaxanam,19
15,alInAM,ali,g. pl. m.,NA,rartisambanxah,16
16,pawalEH,pawala,i. pl. n.,NA,karwa,19
17,paritaH,paritaH,ind.,NA,sambanxah,19
18,maNkzu,maNkzu,ind.,NA,kriyaviseranam,19
19,udapaati,ut_pat1,aor. sg. 3,NA,,
