s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,gajaindrAH,gaja-indra,nom. pl. m.,NA,karwa,12
1,vikasataH,vi_kas1,ppr. ac,NA,viseranam,2
2,madajalasya,mada-jala,g. sg. n.,NA,rartisambanxah,3
3,candrakEH,candraka,i. pl. m.,NA,karanam,7
4,mahAnadInAM,mahA-nadI,g. pl. f.,NA,rartisambanxah,5
5,yAM,yad,acc. sg. f.,NA,viseranam,6
6,netraSriyaM,netra-SrI,acc. sg. f.,NA,karma,7
7,vidaDuH,vi_DA1,pft. pl. 3,NA,,
8,tAm,tad,acc. sg. f.,NA,karma,12
9,uttarantaH,tF1,ppr. ac,NA,bavalakranasapwami_samanakalah,12
10,DOtaaNgalagnanavanIlapayojapatrEH,DOta-aNga-lagna-nava-nIla-payoja-patra,i. pl. n.,NA,karanam,12
11,avilambitam,avilambita,ind.,NA,kriyaviseranam,12
12,pratiavApuH,prati_ava_Ap1,pft. ac. pl. 3,NA,,
