s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,diSAM,diS,g. pl. f.,NA,rartisambanxah,1
1,jitvarEH,jitvara,i. pl. m.,NA,viseranam,2
2,BrAtfBiH,BrAtf,i. pl. m.,NA,karanam,10
3,karadIkftaBUpAlaH,karadIkfta-BUpAla,nom. sg. m.,NA,viseranam,5
4,tapasaH,tapasa,g. sg. m.,NA,rartisambanxah,5
5,sutaH,suta,nom. sg. m.,NA,karwa,10
6,asmat,asmad,abl. pl. *.,NA,upapaxasambanxah,7
7,vinA,vinA,ind.,NA,sambanxah,11
8,api,api,ind.,NA,sambanxah,11
9,ijyAyE,ijyA,dat. sg. f.,NA,upapaxasambanxah,10
10,alaM,alam,ind.,NA,sambanxah,11
11,BUzRuH,BU1,nom. sg. m.,NA,,
