s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,praRayakopaBftaH,praRayakopa-Bfta,nom. pl. f.,NA,viseranam,9
1,parANmuKAH,parAN-muKa,nom. pl. f.,NA,viseranam,9
2,api,api,ind.,NA,sambanxah,1
3,sapadi,sapadi,ind.,NA,kriyaviseranam,8
4,vAriDarAravaBIravaH,vAriDarArava-BIru,nom. pl. f.,NA,viseranam,9
5,aNganAH,aNganA,nom. pl. f.,NA,viseranam,9
6,aTa,aTa,ind.,NA,sambanxah,8
7,praRayinaH,praRayin,acc. pl. m.,NA,karma,8
8,parirabDuM,pari_raB1,inf.,NA,purvakalah,11
9,valirecitamaDyamAH,valirecita-maDyama,nom. pl. f.,NA,karwa,11
10,satyaH,as2,ppr. ac,NA,viseranam,9
11,vavalire,val1,pft. md. pl. 3,NA,,
