s_no,word,lemma,morph,true_node,dep_tag,to_node
0,ekasmin,eka,loc. sg. m.,0,viseranam,2
1,dine,dina,loc. sg. n.,4,axikaranam,3
2,Sayanakakze,kakza,loc. sg. m.,6,axikaranam,3
3,dfzwam,dfzwa,acc. sg. n.,9,prawiyogi,4
4,yat,yad,acc. sg. n.,54,anuyogi,5
5,cawakadampatiByAm,pati,nom. du. m.,17,karwa,16
6,itastataH,tad,abl. pl. n.,77,apaxanam,8
7,tfRAdikam,Ada,acc. sg. m.,21,karma,8
8,AnIya,nI,abs.,22,purvakalah,16
9,upari,upari,loc. sg. n.,24,axikaranam,16
10,ekasmin,eka,loc. sg. m.,25,viseranam,11
11,Alaye,Alaya,loc. sg. m.,27,axikaranam,16
12,nijAvAsayogyam,yogya,acc. sg. m.,37,viseranam,15
13,ekam,eka,acc. sg. m.,38,viseranam,15
14,sundaram,sundara,acc. sg. m.,41,viseranam,15
15,nIqam,nIqa,acc. sg. m.,44,karma,16
16,nirmitam,mita,pp.,49,,
