s_no,word,lemma,morph,true_node,dep_tag,to_node
0,SuklAMSukoparacitAni,tad,nom. pl. n.,1,viseranam,4
1,raSmivitatAni,tad,nom. pl. n.,3,viseranam,4
2,candraAkftIni,Akfti,nom. pl. n.,4,viseranam,4
3,naraaDipAnAM,aDipa,g. pl. m.,5,rartisambanxah,4
4,veSmAni,veSman,nom. pl. n.,7,karwa,9
5,nirantarABiH,nirantara,inst. pl. f.,8,viseranam,7
6,uccEH,ucca,conj.,10,viseranam,7
7,gajamaRqalikABiH,maRqalikA,inst. pl. f.,13,karanam,9
8,nIlaaBrapaNktipariveSaM,veSa,acc. sg. m.,15,karma,9
9,aDijagmuH,gam,pft. ac. pl. 3,34,,
10,iva,iva,conj.,17,sambanxah,9
