s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,aTa,aTa,ind.,NA,sambanxah,7
1,asO,adas,nom. sg. m.,NA,viseranam,2
2,SrIkfzRaH,SrIkfzRa,nom. sg. m.,NA,karwa,11
3,aBinaBaH,aBi-naBa,ind.,NA,axikaranam,7
4,gurukAvyaanugAm,guru-kAvya-anugA,acc. sg. f.,NA,viseranam,6
5,cAndrIM,cAndrI,acc. sg. f.,NA,viseranam,6
6,SriyaM,SrI,acc. sg. f.,NA,karma,11
7,biBrat,Bf2,ppr. ac,NA,bavalakranasapwami_samanakalah,11
8,udDavasIriByAM,udDava-sIrin,i. du. m.,NA,upapaxasambanxah,9
9,sArdDaM,sArdDam,ind.,NA,sambanxah,11
10,sadaH,sadas,acc. sg. n.,NA,karma,11
11,Asadat,sad1,impft. sg. 3,NA,,
